Accession	BacMet_ID	Gene_name	Location	Organism	Compound	Description
O51919	BAC0419	vceB	Chromosome	Vibrio cholerae	Sodium Deoxycholate (SDC) [class: Acid]	"Part of the The VceCAB multidrug (hydrophobic compounds including deoxycholate (DOC), antibiotics, such as chloramphenicol and nalidixic acid, and the proton motive force uncoupler, cyanide carbonyl m-chlorophenylhydrazone (CCCP)) resistance pump; Can function with outer membrane OprM, an OMF family member instead of VceC"
Q9KS51	BAC0420	vceC	Chromosome	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Sodium Deoxycholate (SDC) [class: Acid]	"Part of the The VceCAB multidrug (hydrophobic compounds including deoxycholate (DOC), antibiotics, such as chloramphenicol and nalidixic acid, and the proton motive force uncoupler, cyanide carbonyl m-chlorophenylhydrazone (CCCP)) resistance pump; Alpha-helical hairpin domain of Vibrio cholerae VceA play important roles in recognition/specificity/recruitment in the assembly of a functional, VceAB-OprM chimeric efflux pump"
Q9KS52	BAC0421	vceR	Chromosome	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Sodium Deoxycholate (SDC) [class: Acid]	"Repressor of the vceCAB operon, VceR; VceR regulates the VceCAB drug efflux pump operon by alternating between mutually exclusive conformations that bind either drugs or promoter DNA"
Q9KRU4	BAC0422	vcmA	Chromosome	Vibrio chloerae	"Ethidium Bromide [class: Phenanthridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide], Acriflavine [class: Acridine]"	"Multidrug efflux pump vcmA that functions as a Na+/drug antiporter. Confers resistance to norfloxacin, ciprofloxacin, ofloxacin, daunomycin, doxorubicin, streptomycin, kanamycin, ethidium bromide, 4',6'-diamidino-2-phenylindole and Acriflavine"
F8RKZ1	BAC0423	vcrM	Chromosome	Vibrio cholerae non-O1	"Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide], Rhodamine 6G [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine]"	A Na+/drug antiporter-type multidrug efflux pump vcrM
Q9KVI1	BAC0527	vexA	Chromosome	Vibrio cholerae serotype O1	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]"	The function of vexAB efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. Works as VexAB-TolC efflux system. 
Q9KVI2	BAC0424	vexB	Chromosome	Vibrio cholerae serotype O1	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]"	"Multidrug efflux transporter VexB. The function of vexAB efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. A double mutant of vexAB and vexCD showed a marked increase in deoxycholate susceptibility, whereas no significant change in deoxycholate susceptibility was observed in vexAB or vexCD single-deletion mutants."
Q9KR86	BAC0528	vexC	Chromosome	Vibrio cholerae serotype O1	Ethidium Bromide [class: Phenanthridine]	The function of vexCD efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. 
Q9KR85	BAC0425	vexD	Chromosome	Vibrio cholerae serotype O1	Ethidium Bromide [class: Phenanthridine]	"Multidrug efflux transporter VexD. The function of vexCD efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. A double mutant of vexAB and vexCD showed a marked increase in deoxycholate susceptibility, whereas no significant change in deoxycholate susceptibility was observed in vexAB or vexCD single-deletion mutants."
A6P7H2	BAC0426	vexE	Chromosome	Vibrio cholerae 2740-80	Ethidium Bromide [class: Phenanthridine]	Multidrug efflux transporter VexE; part of the vexEF-tolC efflux system; The function of vexEF efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. VexEF-TolC mediates resistance to various antimicrobials; ethidium efflux is Na+-dependent
A6P7H3	BAC0427	vexF	Chromosome	Vibrio cholerae 2740-80	Ethidium Bromide [class: Phenanthridine]	Multidrug efflux transporter VexF; part of the vexEF-tolC efflux system; The function of vexEF efflux systems are redundant with one or more of the other V. cholerae RND efflux pumps. VexEF-TolC mediates resistance to various antimicrobials; ethidium efflux is Na+-dependent. The VexF and VexM Pumps do not Function in Antimicrobial Resistance in vitro.
Q9KTI8	BAC0509	vexH	Chromosome	Vibrio cholerae serotype O1	"Triton X-100 [class: Polyethylene glycol], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid] "	"VexH contributes to antimicrobial resistance and exhibits broad substrate specificity. VexH is important for intestinal colonization and virulence factor production. V. cholerae RND efflux pumps (e.g. vexAB, vexCD etc.) have redundant functions, not only in antimicrobial resistance, but also in virulence factor production. RND efflux system contribute to V. cholerae pathogenesis in two ways. First, the RND efflux systems function to provide the bacterium with protection against antimicrobial compounds that are present in the host. Second, the RND efflux systems are required for efficient production of virulence factors. VexH can confer resistance to antibitics such as ampicillin and novobiocin."
Q9KRG9	BAC0428	vexK	Chromosome	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol]"	Multidrug efflux transporter vexK
Q2AAU4	BAC0429	vmeA	Chromosome	Vibrio parahaemolyticus	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid]"	Membrane fusion protein VmeA
Q2AAU3	BAC0430	vmeB	Chromosome	Vibrio parahaemolyticus	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid]"	Inner membrane protein VmeB
Q87TN0	BAC0510	vmeC	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide]"	VmeCD uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q87TN1	BAC0511	vmeD	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide]"	VmeCD uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q87R58	BAC0512	vmeE	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Acriflavine [class: Acridine]"	VmeEF uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q87R57	BAC0513	vmeF	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Acriflavine [class: Acridine]"	VmeEF uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q87QH3	BAC0517	vmeG	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]"	Part of VexGHI efflux transporter.
Q87QH2	BAC0518	vmeH	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]"	Part of VexGHI efflux transporter.
Q87QH1	BAC0519	vmeI	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]"	Part of VexGHI efflux transporter.
Q87LY5	BAC0520	vmeJ	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene]"	Part of the VexJK efflux transporter. VexJK uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes.
Q87LY6	BAC0521	vmeK	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene]"	Part of the VexJK efflux transporter. VexJK uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes.
Q87IY6	BAC0522	vmeP	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]"	Part of the VexPQ efflux transpporter. VexPQ VexGHI uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes.
Q87IY5	BAC0523	vmeQ	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]"	Part of the VexPQ efflux transpporter. VexPQ VexGHI uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes.
Q87HZ9	BAC0524	vmeT	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]"	Part of the VexTUV efflux transporter.
Q87HZ8	BAC0525	vmeU	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]"	Part of the VexTUV efflux transporter.
Q87HZ7	BAC0526	vmeV	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]"	Part of the VexTUV efflux transporter.
Q87GX4	BAC0514	vmeY	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]"	Part of the VexYZ efflux transporter. VmeYZ uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q87GX5	BAC0515	vmeZ	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Cholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]"	Part of the VexYZ efflux transporter. VmeYZ uses a outer memberane protein such as TolC in E. coli or TolC-like VpoC in V. parahaemolyticus to function properly but complexes with VpoC can extrude various antimicrobial agents more effectively than complexes with TolC.
Q93HR7	BAC0431	vmrA	Chromosome	Vibrio parahaemolyticus	"4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]"	"Na+-coupled multidrug efflux pump VmrA; confers resistance to cationic drugs (4',6'-diamidino-2-phenylindole (DAPI), Tetraphenylphosphonium (TPP), Acriflavine, ethidium)"
Q87SJ8	BAC0516	vpoC	Chromosome	Vibrio parahaemolyticus RIMD2210633	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Cholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Glycocholate [class: Acid]"	"Homologue of E. coli TolC outer membrane protein, vpoC."
Q8U4K5	BAC0602	wtpA	Chromosome	Pyrococcus furiosus	"Tungsten (W), Molybdenum (Mo)"	"Molybdate/tungstate-binding protein WtpA. Part of the ABC transporter complex WtpABC involved in molybdate/tungstate import. Binds tungstate and molybdate, with a preference for tungstate."
Q8U4K4	BAC0603	wtpB	Chromosome	Pyrococcus furiosus	"Tungsten (W), Molybdenum (Mo)"	Molybdate/tungstate transport system permease protein WtpB. Part of the ABC transporter complex WtpABC involved in molybdate/tungstate import. Probably responsible for the translocation of the substrate across the membrane.
